Long;Lat;Red;IR;Altitude;Speed;Temp;Depth;EC SH;EC DP;EC Ratio;Slope;Curve
-101,0643383;39,386555;224,58;416;967,5;4;127,12;2,95;34,76;37,39;1,08;0,5256;0,1047
-101,0643383;39,3865716;224,57;416,27;967,5;3,96;127,07;2,96;34,39;36,68;1,07;0,5676;0,0907
-101,0643366;39,3865883;224,68;417,22;967,7;3,92;126,97;2,96;34,27;36,34;1,06;0,6072;0,0775
-101,0643383;39,386605;224,84;418,22;967,8;3,89;126,89;2,97;34,52;36,64;1,06;0,6406;0,0635
-101,0643383;39,38662;224,86;418,26;967,8;3,88;126,91;2,96;35,21;37,52;1,07;0,6678;0,0534
-101,0643366;39,386635;224,66;416,83;967,9;3,89;127,05;2,96;36,48;39,03;1,07;0,6898;0,0449
-101,0643366;39,3866516;224,18;413,7;968;3,91;127,29;2,95;38,52;41,24;1,07;0,7089;0,0365
-101,0643366;39,3866683;223,65;410,24;968;3,94;127,52;2,94;40,83;43,67;1,07;0,7227;0,0297
-101,0643366;39,386685;223,37;408;968;3,97;127,68;2,93;42,65;45,72;1,07;0,7307;0,0246
-101,0643366;39,3867033;223,32;406,75;968,1;3,98;127,79;2,91;43,72;47,16;1,08;0,7328;0,0188
-101,0643366;39,38672;223,19;404,86;968,2;3,98;127,88;2,88;44,25;47,96;1,08;0,7271;0,0163
-101,0643366;39,386735;222,89;402,02;968,3;3,97;127,92;2,84;44,91;48,68;1,08;0,7156;0,0139
-101,0643366;39,3867517;222,61;398,88;968,4;3,96;127,86;2,79;46,14;49,7;1,08;0,7001;0,011
-101,0643366;39,3867683;222,77;397,61;968,4;3,95;127,67;2,73;47,56;50,73;1,07;0,6788;0,0093
-101,0643366;39,3867833;223,35;398,37;968,3;3,93;127,5;2,7;48,54;51,29;1,06;0,6568;0,0073
-101,0643366;39,3867983;224,02;399,6;968,3;3,92;127,42;2,68;48,92;51,24;1,05;0,6329;0,0047
-101,064335;39,386815;224,58;400,9;968,3;3,93;127,5;2,7;48,61;50,53;1,04;0,6043;0,0013
-101,064335;39,3868317;225,02;402,96;968,3;3,95;127,67;2,73;47,93;49,62;1,04;0,5759;-0,0036
-101,0643333;39,3868466;225,66;407,1;968,3;3,96;127,79;2,76;47,47;49,08;1,03;0,5492;-0,0086
-101,0643333;39,3868633;226,77;414,1;968,2;3,96;127,86;2,78;47,51;49,04;1,03;0,521;-0,0163
-101,0643333;39,3868783;227,8;420,66;968,2;3,95;127,9;2,8;47,93;49,35;1,03;0,4974;-0,0239
-101,0643316;39,386895;228,57;425,96;968,2;3,94;128;2,81;48,36;49,7;1,03;0,4737;-0,0323
-101,0643316;39,38691;228,78;427,89;968,2;3,93;128,11;2,83;48,45;49,75;1,03;0,4558;-0,0405
-101,0643316;39,386925;228,65;427,64;968,2;3,93;128,21;2,83;48,17;49,45;1,03;0,4412;-0,0487
-101,0643316;39,3869416;228,38;426,43;968,2;3,93;128,23;2,82;47,6;48,75;1,02;0,4294;-0,0572
-101,06433;39,3869567;228,24;426,11;968,3;3,92;128,16;2,81;47;47,84;1,02;0,4224;-0,0636
-101,06433;39,3869733;228,37;427,61;968,3;3,91;128,08;2,8;46,27;46,65;1,01;0,42;-0,0701
-101,06433;39,3869883;228,63;429,63;968,2;3,9;128,08;2,79;45,45;45,44;1;0,4232;-0,0741
-101,0643283;39,3870033;228,8;430,43;968,2;3,9;128,18;2,8;44,39;44,17;1;0,4311;-0,0757
-101,0643283;39,38702;228,61;428,5;968,1;3,9;128,37;2,81;42,97;42,83;1;0,4437;-0,0771
-101,06433;39,3870367;228,06;424,43;968,1;3,92;128,55;2,82;41,48;41,65;1;0,4606;-0,0773
-101,06433;39,3870533;227,43;420,44;968,2;3,93;128,66;2,83;40,17;40,68;1,01;0,4799;-0,0758
-101,06433;39,38707;226,96;417,49;968,2;3,91;128,65;2,83;39,15;39,87;1,02;0,5005;-0,0735
-101,06433;39,3870867;226,73;415,25;968,2;3,84;128,49;2,82;38,49;39,18;1,02;0,5211;-0,0706
-101,06433;39,3871033;226,68;412,75;968,3;3,71;128,26;2,82;38,09;38,59;1,01;0,541;-0,0681
-101,0643283;39,3871183;226,67;410,12;968,4;3,54;128,11;2,82;37,77;38,07;1,01;0,5585;-0,0646
-101,06433;39,3871333;226,7;407,94;968,4;3,35;128,12;2,82;37,38;37,52;1;0,5716;-0,0628
-101,06433;39,387145;226,76;407,14;968,4;3,22;128,25;2,82;36,98;37,06;1;0,5805;-0,0603
-101,06433;39,3871567;226,89;407,42;968,3;3,12;128,46;2,83;36,53;36,58;1;0,5889;-0,0584
-101,06433;39,3871683;227,07;408,6;968,4;3,03;128,71;2,83;36,04;36,11;1;0,5961;-0,0568
-101,06433;39,38718;227,31;410,56;968,5;2,97;128,98;2,83;35,55;35,67;1;0,6022;-0,0553
-101,0645133;39,387185;234,08;453,78;969;3,28;136;2,78;36,39;36,83;1,01;0,3432;-0,1152
-101,0645166;39,3871733;233,12;448,33;969;3,38;136,52;2,8;37,47;37,63;1;0,3398;-0,1129
-101,0645166;39,3871583;231,92;442,3;969;3,52;137,23;2,82;38,94;38,76;1;0,341;-0,1122
-101,0645183;39,3871433;230,91;438,09;968,9;3,67;137,92;2,84;40,46;40,02;0,99;0,3397;-0,1108
-101,06452;39,3871267;230,02;435,12;968,9;3,82;138,51;2,86;42,08;41,57;0,99;0,3423;-0,1085
-101,06452;39,38711;229,18;432,03;968,9;3,93;138,81;2,87;43,46;43,11;0,99;0,3475;-0,1069
-101,0645216;39,3870933;228,27;427,8;968,9;3,99;138,84;2,87;44,34;44,31;1;0,3535;-0,103
-101,0645216;39,3870767;227,46;423,81;968,8;4,02;138,68;2,87;44,46;44,8;1,01;0,3612;-0,1006
-101,06452;39,3870583;227,14;422,61;968,8;4,02;138,29;2,86;43,58;44,33;1,02;0,3723;-0,0985
-101,06452;39,3870433;227,33;424,08;968,8;4;137,93;2,84;42,37;43,45;1,03;0,3815;-0,0955
-101,06452;39,3870267;227,84;427,24;968,8;3,98;137,63;2,82;41,07;42,45;1,03;0,3925;-0,092
-101,06452;39,38701;228,33;430,19;968,9;3,96;137,58;2,81;40,28;41,85;1,04;0,4062;-0,0877
-101,0645216;39,3869949;228,5;431,25;968,9;3,95;137,74;2,81;40,08;41,77;1,04;0,4206;-0,0824
-101,06452;39,38698;228,35;430,29;968,9;3,95;138,01;2,82;40,11;41,91;1,05;0,4363;-0,0785
-101,06452;39,3869633;227,92;427,52;968,8;3,97;138,3;2,83;40;41,92;1,05;0,4556;-0,0728
-101,0645216;39,3869483;227,49;424,92;968,7;3,99;138,49;2,84;39,6;41,6;1,05;0,4756;-0,0653
-101,0645216;39,3869317;227,09;422,98;968,7;4,02;138,58;2,85;38,96;40,92;1,05;0,4958;-0,059
-101,0645216;39,386915;226,89;422,9;968,7;4,03;138,53;2,86;38,44;40,23;1,05;0,5175;-0,0524
-101,0645216;39,3868983;227,1;425,5;968,7;4,04;138,34;2,86;38,32;39,98;1,04;0,538;-0,0458
-101,06452;39,3868833;227,66;429,92;968,6;4,03;138,1;2,85;38,56;40,35;1,05;0,5562;-0,0408
-101,06452;39,3868667;228,32;434,48;968,6;4;137,87;2,83;39,08;41,43;1,06;0,5758;-0,0352
-101,06452;39,38685;228,37;434,73;968,5;3,97;137,77;2,81;39,58;42,7;1,08;0,5931;-0,0303
-101,0645216;39,386835;227,76;430,91;968,3;3,95;137,78;2,79;39,83;43,48;1,09;0,6088;-0,0264
-101,0645216;39,3868183;226,78;425,07;968,3;3,94;137,82;2,78;39,72;43,54;1,1;0,6246;-0,0213
-101,0645216;39,3868033;225,98;420,4;968,3;3,94;137,83;2,78;39,21;42,83;1,09;0,6356;-0,0186
-101,0645216;39,3867866;225,4;417,05;968,3;3,95;137,83;2,79;38,24;41,47;1,08;0,6466;-0,0162
-101,0645216;39,38677;225,15;415,67;968,3;3,96;137,88;2,8;37,17;39,98;1,08;0,655;-0,0141
-101,0645216;39,3867533;225,28;417,14;968,2;3,97;138,04;2,81;36,33;38,84;1,07;0,6616;-0,0123
-101,0645233;39,3867367;225,64;420,71;968,2;3,98;138,27;2,8;35,9;38,29;1,07;0,6639;-0,0105
-101,0645233;39,3867217;225,99;424,05;968,3;3,98;138,42;2,79;35,94;38,3;1,07;0,665;-0,0094
-101,0645233;39,386705;226,27;426,37;968,2;3,97;138,33;2,78;36,39;38,66;1,06;0,6642;-0,0083
-101,0645216;39,38669;226,4;426,89;968,1;3,95;137,9;2,78;37,05;39,15;1,06;0,6622;-0,0073
-101,0645216;39,3866733;226,49;426,58;968,1;3,91;137,16;2,78;37,74;39,61;1,05;0,6546;-0,0038
-101,0645216;39,3866567;226,43;425,75;968,1;3,87;136,51;2,77;38,05;39,73;1,04;0,6457;-0,0021
-101,0645233;39,3866417;226,24;425;968,1;3,85;136,3;2,77;37,86;39,34;1,04;0,6347;-0,0005
-101,0645233;39,3866267;225,93;424,37;968,1;3,86;136,53;2,76;37,22;38,43;1,03;0,6228;0,0012
-101,0645216;39,3866117;225,55;423,78;968,2;3,89;137,02;2,76;36,36;37,25;1,02;0,6097;0,003
-101,06452;39,386595;225,16;422,91;968,1;3,94;137,55;2,77;35,58;36,1;1,01;0,5909;0,0046
-101,06452;39,3865783;224,83;421,14;968,2;3,97;137,84;2,77;35,3;35,57;1,01;0,5685;0,0069
-101,0645183;39,3865617;224,58;418,63;968,2;3,99;137,79;2,77;35,48;35,63;1;0,545;0,0089
-101,0645183;39,386545;224,45;416,21;968,2;3,99;137,46;2,76;35,75;35,91;1;0,5176;0,0106
-101,0645166;39,3865283;224,68;416,01;968,1;3,98;136,87;2,76;35,77;36,08;1,01;0,4895;0,012
-101,0645166;39,3865117;225,41;418,82;968,1;3,97;136,15;2,78;35,59;36,08;1,01;0,4609;0,0129
-101,0645166;39,3864967;226,38;423,69;968;3,95;135,53;2,8;35,26;35,94;1,02;0,4348;0,0132
-101,0645183;39,38648;227,38;429,7;968,1;3,93;135,08;2,81;34,75;35,67;1,03;0,4071;0,0129
-101,0645183;39,3864633;227,79;434,12;968;3,93;135,12;2,81;34,11;35,31;1,04;0,3779;0,0112
-101,0645166;39,3864483;227,48;435,31;968;3,94;135,62;2,79;33,44;34,93;1,04;0,3528;0,0103
-101,0645166;39,3864317;226,61;433,28;968;3,97;136,45;2,75;32,76;34,5;1,05;0,3278;0,0079
-101,0645166;39,386415;225,51;428,07;968;4;137,24;2,7;32,31;34,05;1,05;0,305;0,0047
-101,0645166;39,3863983;224,58;421,78;968;4,02;137,7;2,65;32,19;33,6;1,04;0,2851;0,0006
-101,064515;39,3863817;224,07;416,68;968;4,04;137,83;2,63;32,3;33,18;1,03;0,2663;-0,0042
-101,0645133;39,3863667;224,06;414,34;968;4,05;137,75;2,64;32,48;32,88;1,01;0,2509;-0,0094
-101,0645133;39,38635;224,38;413,5;968;4,05;137,54;2,66;32,68;32,72;1;0,2367;-0,0155
-101,0645133;39,3863317;224,82;413,5;967,9;4,04;137,23;2,69;32,83;32,83;1;0,2229;-0,0229
-101,0645133;39,3863167;224,99;413,32;967,9;4,02;136,92;2,7;32,89;33,08;1,01;0,2144;-0,029
-101,0645133;39,3863;224,8;412,46;967,9;4;136,62;2,71;32,89;33,4;1,02;0,2064;-0,0358
-101,0645133;39,386285;224,28;410,52;967,9;3,99;136,49;2,72;32,87;33,7;1,03;0,2028;-0,0419
-101,064515;39,3862683;223,29;406,24;967,9;4;136,61;2,74;32,92;34,09;1,04;0,1998;-0,0475
-101,064515;39,3862517;222,14;400,71;967,9;4,02;136,97;2,76;33,11;34,53;1,04;0,2002;-0,0536
-101,064515;39,386235;221,26;396,76;967,9;4,04;137,41;2,78;33,5;34,89;1,04;0,203;-0,0591
-101,0645166;39,38622;220,89;395,95;968;4,06;137,74;2,79;33,96;35,02;1,03;0,2069;-0,0622
-101,0645166;39,3862033;220,86;397,62;968,1;4,06;137,89;2,8;34,49;34,97;1,01;0,2159;-0,0673
-101,064515;39,3861867;220,91;399,36;968;4,05;137,84;2,8;34,87;34,82;1;0,229;-0,0703
-101,064515;39,3861717;221,02;400,51;968;4,02;137,63;2,8;35,08;34,76;0,99;0,2432;-0,0711
-101,064515;39,386155;221,29;401,83;968;3,99;137,3;2,78;35,28;34,99;0,99;0,2614;-0,0703
-101,064515;39,38614;221,7;403,57;968;3,96;137,05;2,76;35,58;35,54;1;0,2816;-0,0688
-101,064515;39,3861233;222,22;405,9;968;3,95;136,99;2,74;36,12;36,45;1,01;0,3052;-0,0661
-101,0645166;39,3861083;222,57;407,53;968;3,95;137,21;2,74;36,69;37,31;1,02;0,3265;-0,062
-101,064515;39,3860917;223,02;410,14;967,9;3,96;137,63;2,75;37,19;37,83;1,02;0,3541;-0,0588
-101,064515;39,3860767;223,67;414,37;967,9;3,98;137,97;2,78;37,28;37,63;1,01;0,3789;-0,0547
-101,0645133;39,38606;224,78;421,55;967,9;4;138,15;2,8;36,9;36,74;1;0,4081;-0,0505
-101,064515;39,3860433;226,15;429,87;967,8;4,01;138,11;2,82;36,27;35,64;0,98;0,4355;-0,0447
-101,064515;39,3860267;227,28;435,37;967,8;4,01;137,92;2,83;35,72;34,87;0,98;0,4626;-0,0404
-101,064515;39,38601;227,66;435,01;967,8;4;137,62;2,84;35,37;34,59;0,98;0,4891;-0,0354
-101,0645166;39,3859933;227,09;428,45;967,8;3,98;137,18;2,84;35,1;34,6;0,99;0,5131;-0,0307
-101,0645166;39,3859767;225,97;419,17;967,8;3,96;136,61;2,84;34,75;34,62;1;0,5359;-0,0266
-101,0645183;39,38596;224,88;411,39;967,7;3,93;136,01;2,84;34,3;34,51;1,01;0,5577;-0,0224
-101,0645166;39,3859449;224,22;407,77;967,7;3,92;135,65;2,84;33,93;34,24;1,01;0,576;-0,0196
-101,0645166;39,38593;223,89;407,38;967,7;3,92;135,63;2,84;33,68;33,85;1;0,5917;-0,0166
-101,0645183;39,3859133;223,69;408,95;967,6;3,93;136,03;2,84;33,58;33,33;0,99;0,6098;-0,0132
-101,0645183;39,3858983;223,65;410,9;967,6;3,95;136,61;2,84;33,58;32,86;0,98;0,6248;-0,0111
-101,0645166;39,38588;223,67;411,63;967,6;3,98;137,29;2,84;33,47;32,38;0,97;0,6379;-0,0083
-101,0645183;39,3858633;223,69;409,93;967,6;3,99;137,71;2,85;33,19;32,14;0,97;0,6489;-0,0061
-101,0645183;39,3858467;223,62;406,76;967,6;3,99;137,89;2,85;32,99;32,19;0,98;0,658;-0,0042
-101,0645183;39,38583;223,44;403,35;967,5;3,99;137,88;2,85;33,07;32,51;0,98;0,6669;-0,0026
-101,0645183;39,385815;223,2;400,67;967,6;3,97;137,7;2,86;33,36;32,89;0,99;0,6729;-0,0012
-101,0645183;39,3857983;222,93;398,17;967,5;3,95;137,27;2,86;33,7;33,16;0,98;0,6771;0,0002
-101,0645183;39,3857817;222,74;396,32;967,5;3,92;136,65;2,86;33,85;33,08;0,98;0,6824;0,0016
-101,0645166;39,3857666;222,73;395,65;967,5;3,91;136,1;2,86;33,73;32,72;0,97;0,6841;0,0024
-101,0645166;39,38575;222,99;396,56;967,4;3,91;135,74;2,86;33,46;32,21;0,96;0,687;0,0039
-101,064515;39,3857333;223,42;398,77;967,3;3,93;135,83;2,86;33,16;31,86;0,96;0,6843;0,0044
-101,064515;39,3857183;223,69;400,34;967,3;3,95;136,24;2,86;33,02;31,81;0,96;0,6846;0,0054
-101,064515;39,3857017;223,67;400,34;967,3;3,97;136,88;2,86;33,16;32,14;0,97;0,6836;0,0063
-101,064515;39,3856866;223,36;398,12;967,3;3,99;137,41;2,86;33,64;32,78;0,97;0,6845;0,007
-101,0645133;39,38567;223,01;394,71;967,3;4;137,78;2,87;34,61;33,77;0,98;0,6788;0,0074
-101,0645133;39,3856533;222,86;391,78;967,3;4;137,86;2,87;35,99;34,96;0,97;0,6737;0,0082
-101,0645116;39,3856367;222,88;389,84;967,3;3,99;137,67;2,87;37,63;36,13;0,96;0,6649;0,0084
-101,0645133;39,3856217;222,91;388,53;967,3;3,98;137,31;2,87;39,16;37,11;0,95;0,6636;0,0095
-101,0645133;39,3856033;222,92;387,09;967,3;3,96;136,84;2,87;40,73;38,1;0,94;0,6546;0,01
-101,0645116;39,3855883;223,07;387,06;967,3;3,95;136,65;2,87;41,49;38,73;0,93;0,6422;0,0101
-101,0645116;39,3855717;223,37;388,6;967,4;3,94;136,8;2,87;41,67;39,21;0,94;0,6318;0,0105
-101,0645116;39,385555;223,58;391,09;967,4;3,95;137,24;2,87;41,18;39,35;0,96;0,6221;0,0108
-101,0645116;39,38554;223,48;392,93;967,3;3,96;137,65;2,87;40,25;38,96;0,97;0,6108;0,0111
-101,06451;39,3855233;223,01;394,08;967,4;3,98;137,94;2,87;38,94;37,9;0,97;0,5911;0,0105
-101,06451;39,3855067;222,3;394;967,3;3,99;138,04;2,87;38,04;36,64;0,96;0,575;0,0103
-101,0645083;39,38549;221,65;393,22;967,3;4;138,08;2,87;38,26;36;0,94;0,5535;0,0096
-101,0645083;39,3854717;221,43;392,62;967,3;4;138,1;2,86;39,85;36,54;0,92;0,5339;0,0091
-101,0645083;39,3854567;221,85;393,54;967,3;3,99;138,04;2,86;41,36;37,53;0,91;0,5149;0,0084
-101,0645083;39,38544;223,02;397,04;967,3;3,98;137,81;2,86;42,21;38,28;0,91;0,4958;0,0074
-101,0645083;39,3854233;224,74;403,22;967,3;3,97;137,44;2,86;41,82;38,07;0,91;0,4784;0,0061
-101,0645083;39,3854066;226,56;410,39;967,3;3,96;137,17;2,86;40,75;37,13;0,91;0,4603;0,005
-101,0645066;39,3853917;227,95;416,25;967,4;3,97;137,2;2,86;39,75;36,17;0,91;0,4412;0,0028
-101,0645066;39,385375;228,91;420,48;967,3;3,99;137,53;2,86;38,86;35,4;0,91;0,4248;0,0006
-101,0645066;39,3853583;229;420,97;967,3;4,01;137,98;2,87;38,18;35,07;0,92;0,4078;-0,0018
-101,0645066;39,3853433;228,34;417,96;967,3;4,03;138,32;2,87;37,7;35,05;0,93;0,3974;-0,0038
-101,0645066;39,3853267;227,02;411,7;967,3;4,04;138,56;2,87;37,48;35,31;0,94;0,3832;-0,006
-101,0645083;39,38531;225,62;404,26;967,3;4,04;138,66;2,87;37,66;35,84;0,95;0,3767;-0,0077
-101,0645066;39,3852933;224,61;397,88;967,4;4,05;138,64;2,87;38,17;36,54;0,96;0,3702;-0,01
-101,0645083;39,3852767;224,31;394,49;967,5;4,04;138,46;2,85;38,81;37,23;0,96;0,3683;-0,0109
-101,0645083;39,3852617;224,8;395,37;967,4;4,04;138,14;2,83;39,51;37,86;0,96;0,3667;-0,0118
-101,0645066;39,385245;226,1;400,58;967,4;4,01;137,67;2,81;40,6;38,76;0,95;0,3667;-0,0125
-101,0645066;39,38523;227,61;407,72;967,4;3,98;137,37;2,79;41,97;39,94;0,95;0,3682;-0,0126
-101,0645083;39,3852133;229,08;415,41;967,4;3,96;137,39;2,79;43,81;41,68;0,95;0,3751;-0,0117
-101,0645083;39,3851983;229,75;419,51;967,3;3,95;137,75;2,8;45,42;43,39;0,96;0,3831;-0,0106
-101,0645083;39,3851817;229,63;419,68;967,3;3,95;138,31;2,83;46,74;45,07;0,96;0,389;-0,0092
-101,0645083;39,3851666;228,92;416,54;967,3;3,97;138,77;2,85;47,31;46,05;0,97;0,3992;-0,0077
-101,06451;39,38515;227,93;411,87;967,2;3,98;139,12;2,86;47,25;46,31;0,98;0,4098;-0,0058
-101,0645083;39,385135;227,25;408,62;967,2;3,99;139,25;2,86;46,6;45,75;0,98;0,4172;-0,0044
-101,0645083;39,3851183;226,85;406,69;967,3;3,98;139,22;2,86;45,23;44,39;0,98;0,4259;-0,0028
-101,0645083;39,3851017;226,65;405,53;967,3;3,96;138,97;2,86;43,34;42,69;0,98;0,433;-0,0016
-101,0645083;39,3850867;226,37;404,04;967,3;3,93;138,6;2,86;41,52;41,33;1;0,4396;-0,0003
-101,06451;39,38507;225,69;401,33;967,2;3,87;138,19;2,86;39,92;40,52;1,02;0,4456;0,0007
-101,0645083;39,3850533;224,51;397,07;967,2;3,77;138,05;2,86;39,21;40,67;1,04;0,449;0,0015
-101,06451;39,3850383;223,31;393,21;967,2;3,64;138,28;2,86;39,17;41,28;1,05;0,4514;0,002
-101,0645083;39,3850233;222,43;391,18;967,2;3,48;138,76;2,86;39,32;41,84;1,06;0,4526;0,0024
-101,06451;39,38501;222,17;391,97;967,2;3,33;139,26;2,86;39,31;42;1,07;0,4554;0,0027
-101,06451;39,3849983;222,36;394,65;967,2;3,2;139,66;2,86;39,14;41,86;1,07;0,4568;0,0029
-101,06451;39,3849883;222,77;398,18;967,2;3,1;139,97;2,85;38,89;41,56;1,07;0,4578;0,003
-101,0646916;39,3849883;227,96;415,32;967,7;2,35;141,93;2,77;42,36;44,25;1,04;0,6704;-0,0008
-101,0646916;39,3849933;228,04;415,02;967,6;2,41;141,81;2,78;42,84;44,74;1,04;0,6703;-0,0007
-101,0646933;39,3850033;228,19;414,5;967,5;2,57;141,58;2,8;43,86;45,76;1,04;0,6724;-0,0006
-101,0646933;39,3850167;228,38;414,05;967,5;2,79;141,31;2,82;45,26;47,12;1,04;0,6724;-0,0002
-101,0646933;39,3850283;228,49;413,95;967,5;2,99;141,21;2,83;46,34;48,11;1,04;0,6725;0,0002
-101,0646916;39,3850433;228,58;414,36;967,4;3,26;141,34;2,85;47,26;48,79;1,03;0,6682;0,0004
-101,0646916;39,3850583;228,68;415,52;967,4;3,5;141,8;2,86;47,36;48,44;1,02;0,6678;0,0011
-101,0646916;39,3850733;228,9;417,47;967,3;3,69;142,45;2,86;46,69;47,13;1,01;0,6676;0,0019
-101,0646916;39,38509;229,15;419,69;967,3;3,83;143,13;2,86;45,58;45,19;0,99;0,6673;0,003
-101,0646916;39,3851067;229,11;420,67;967,3;3,9;143,55;2,86;44,62;43,51;0,98;0,669;0,0046
-101,0646933;39,3851234;228,72;419,64;967,2;3,92;143,66;2,86;44,2;42,65;0,96;0,6726;0,0063
-101,0646933;39,38514;228,34;418,04;967,2;3,93;143,47;2,86;44,18;42,52;0,96;0,6742;0,0082
-101,0646933;39,3851567;228,35;417,6;967,2;3,92;143,04;2,87;44,21;42,76;0,97;0,6766;0,0103
-101,064695;39,3851716;228,72;418,63;967,2;3,9;142,62;2,87;44,03;42,96;0,98;0,6805;0,0122
-101,064695;39,3851883;229,11;419,75;967,2;3,87;142,33;2,87;43,5;43;0,99;0,6846;0,0143
-101,064695;39,3852033;229,01;418,87;967,1;3,85;142,39;2,87;42,85;42,85;1;0,6901;0,0163
-101,0646933;39,3852183;228,23;415,08;967,1;3,85;142,72;2,87;42,19;42,6;1,01;0,6919;0,0181
-101,0646933;39,385235;226,64;407,9;967;3,87;143,22;2,88;41,65;42,31;1,02;0,7016;0,0198
-101,0646933;39,38525;225;400,75;966,9;3,9;143,6;2,88;41,43;42,14;1,02;0,7102;0,0213
-101,0646933;39,3852667;223,61;394,87;966,9;3,93;143,81;2,88;41,5;42,05;1,01;0,7216;0,0228
-101,064695;39,3852817;223,12;393,11;966,8;3,95;143,81;2,88;41,77;41,98;1,01;0,7368;0,0237
-101,064695;39,3852983;223,39;395,05;966,8;3,96;143,6;2,88;42,15;41,82;0,99;0,7502;0,0245
-101,064695;39,3853133;224,02;398,67;966,7;3,97;143,16;2,88;42,44;41,55;0,98;0,7657;0,0247
-101,064695;39,38533;224,75;402,53;966,8;3,96;142,46;2,88;42,54;41,13;0,97;0,7832;0,0248
-101,0646966;39,3853467;225,29;404,77;966,9;3,94;141,72;2,88;42,41;40,69;0,96;0,8068;0,0245
-101,0646966;39,3853633;225,63;405,31;967;3,93;141,28;2,87;42,07;40,36;0,96;0,8271;0,024
-101,0646983;39,3853783;225,8;404,98;967;3,93;141,3;2,87;41,75;40,28;0,96;0,8513;0,0229
-101,0646966;39,3853933;225,87;404,37;967;3,95;141,72;2,88;41,67;40,54;0,97;0,8675;0,022
-101,0646983;39,38541;225,9;403,81;967;3,97;142,44;2,88;42,01;41,25;0,98;0,8948;0,0205
-101,0646983;39,385425;226,03;403,97;966,9;3,99;143,07;2,88;42,65;42,06;0,99;0,9152;0,019
-101,0646983;39,3854417;226,22;404,93;967;4;143,55;2,88;43,13;42,52;0,99;0,9357;0,0174
-101,0646983;39,3854567;226,3;406,07;966,9;4;143,73;2,87;42,88;42,1;0,98;0,9563;0,0158
-101,0646983;39,3854733;226,12;406,86;967;3,99;143,71;2,86;41,61;40,63;0,98;0,9787;0,0145
-101,0646966;39,38549;225,61;406,15;967;3,97;143,59;2,85;39,65;38,61;0,97;0,993;0,0132
-101,0646966;39,385505;225;403,95;967,1;3,95;143,48;2,83;37,99;37,05;0,98;1,007;0,012
-101,0646966;39,3855217;224,34;400,63;967,2;3,93;143,48;2,8;36,85;36,09;0,98;1,0207;0,0109
-101,0646966;39,3855383;223,97;398,18;967,2;3,92;143,59;2,77;36,68;35,99;0,98;1,0332;0,0099
-101,0646966;39,3855533;224,14;398,57;967,3;3,91;143,72;2,75;37,12;36,28;0,98;1,0406;0,0094
-101,0646966;39,38557;224,81;401,9;967,3;3,92;143,82;2,73;37,89;36,64;0,97;1,044;0,0089
-101,064695;39,385585;225,53;405,61;967,2;3,93;143,88;2,73;38,48;36,82;0,96;1,0448;0,009
-101,064695;39,3856017;226,07;408,17;967,1;3,94;143,92;2,74;38,79;36,83;0,95;1,0451;0,0087
-101,064695;39,3856183;226,16;408;967,2;3,94;143,92;2,76;38,73;36,72;0,95;1,0445;0,0086
-101,0646966;39,385635;225,76;405,38;967,2;3,94;143,84;2,78;38,5;36,57;0,95;1,0384;0,008
-101,0646966;39,3856517;225,06;402,15;967,2;3,94;143,58;2,8;38,17;36,36;0,95;1,0294;0,0077
-101,0646966;39,3856683;224,57;400,96;967,2;3,95;143,08;2,81;37,73;36,02;0,95;1,0187;0,0073
-101,0646966;39,385685;224,68;403,23;967,3;3,94;142,33;2,81;37,12;35,57;0,96;1,0047;0,0069
-101,0646966;39,3857017;225,24;407,51;967,4;3,92;141,49;2,81;36,51;35,19;0,96;0,9867;0,0063
-101,0646966;39,3857167;225,71;410,64;967,4;3,89;140,93;2,81;36,12;35,05;0,97;0,9701;0,0058
-101,0646983;39,3857317;225,86;411,71;967,4;3,89;140,78;2,81;36,02;35,19;0,98;0,9538;0,0049
-101,0646966;39,3857467;225,76;411,16;967,5;3,9;141,1;2,81;36,23;35,59;0,98;0,9355;0,0043
-101,0646966;39,3857633;225,45;409,33;967,6;3,94;141,84;2,81;36,69;36,2;0,99;0,9114;0,0036
-101,0646966;39,3857783;225,04;406,98;967,6;3,97;142,55;2,81;37,07;36,69;0,99;0,8881;0,0025
-101,064695;39,385795;224,52;404,5;967,6;3,98;143,1;2,81;37,19;36,92;0,99;0,8608;0,0018
-101,064695;39,3858117;224,16;403,74;967,5;3,97;143,29;2,81;36,85;36,67;1;0,8349;0,0007
-101,064695;39,3858283;224,17;405,63;967,6;3,95;143,19;2,82;36,27;36,08;0,99;0,8066;-0,0007
-101,064695;39,385845;224,49;408,85;967,6;3,93;142,84;2,82;35,88;35,45;0,99;0,7775;-0,0017
-101,064695;39,3858617;224,8;410,67;967,6;3,92;142,31;2,82;35,93;35,02;0,97;0,7491;-0,0028
-101,064695;39,3858767;224,87;409,93;967,7;3,91;141,79;2,82;36,22;34,8;0,96;0,7241;-0,0037
-101,0646966;39,3858934;224,72;407,44;967,7;3,91;141,35;2,82;36,5;34,62;0,95;0,6928;-0,0042
-101,0646966;39,38591;224,57;405,49;967,6;3,91;141,23;2,82;36,53;34,44;0,94;0,6613;-0,0043
-101,0646983;39,385925;224,59;405,43;967,7;3,93;141,48;2,83;36,47;34,4;0,94;0,6322;-0,0044
